   0.00000   1.00000  -47.8259   1.00000  -47.8259
   1.00000   0.99844  -47.8159   0.99888  -47.8257
   2.00000   0.99379  -47.7858   0.99552  -47.8254
   3.00000   0.98608  -47.7355   0.98994  -47.8248
   4.00000   0.97536  -47.6645   0.98218  -47.8240
   5.00000   0.96173  -47.5722   0.97229  -47.8230
   6.00000   0.94528  -47.4579   0.96033  -47.8217
   7.00000   0.92615  -47.3205   0.94637  -47.8201
   8.00000   0.90449  -47.1589   0.93050  -47.8183
   9.00000   0.88046  -46.9716   0.91281  -47.8163
  10.00000   0.85423  -46.7570   0.89342  -47.8139
  11.00000   0.82600  -46.5129   0.87244  -47.8113
  12.00000   0.79599  -46.2369   0.84998  -47.8084
  13.00000   0.76439  -45.9261   0.82618  -47.8051
  14.00000   0.73144  -45.5772   0.80118  -47.8016
  15.00000   0.69736  -45.1862   0.77511  -47.7977
  16.00000   0.66238  -44.7483   0.74811  -47.7934
  17.00000   0.62672  -44.2578   0.72032  -47.7887
  18.00000   0.59062  -43.7081   0.69189  -47.7836
  19.00000   0.55430  -43.0911   0.66295  -47.7780
  20.00000   0.51797  -42.3969   0.63365  -47.7720
  21.00000   0.48185  -41.6137   0.60412  -47.7654
  22.00000   0.44614  -40.7270   0.57450  -47.7582
  23.00000   0.41103  -39.7187   0.54490  -47.7504
  24.00000   0.37670  -38.5666   0.51545  -47.7419
  25.00000   0.34333  -37.2424   0.48627  -47.7326
  26.00000   0.31108  -35.7103   0.45746  -47.7225
  27.00000   0.28011  -33.9246   0.42911  -47.7114
  28.00000   0.25057  -31.8259   0.40133  -47.6993
  29.00000   0.22260  -29.3369   0.37420  -47.6860
  30.00000   0.19636  -26.3559   0.34778  -47.6713
  31.00000   0.17201  -22.7501   0.32214  -47.6551
  32.00000   0.14973  -18.3475   0.29735  -47.6372
  33.00000   0.12975  -12.9336   0.27344  -47.6172
  34.00000   0.11231   -6.2628   0.25047  -47.5949
  35.00000   0.09775    1.8925   0.22845  -47.5699
  36.00000   0.08640   11.6247   0.20743  -47.5416
  37.00000   0.07851   22.7093   0.18740  -47.5094
  38.00000   0.07410   34.4835   0.16839  -47.4726
  39.00000   0.07281   45.9972   0.15040  -47.4300
  40.00000   0.07396   56.4148   0.13342  -47.3802
  41.00000   0.07673   65.3116   0.11744  -47.3213
  42.00000   0.08039   72.6568   0.10246  -47.2508
  43.00000   0.08437   78.6350   0.08845  -47.1647
  44.00000   0.08830   83.4929   0.07538  -47.0574
  45.00000   0.09191   87.4626   0.06324  -46.9202
  46.00000   0.09507   90.7358   0.05200  -46.7386
  47.00000   0.09770   93.4629   0.04162  -46.4871
  48.00000   0.09974   95.7588   0.03207  -46.1164
  49.00000   0.10121   97.7115   0.02331  -45.5155
  50.00000   0.10211   99.3881   0.01532  -44.3753
  51.00000   0.10247  100.8401   0.00806  -41.3887
  52.00000   0.10233  102.1078   0.00166  -15.5681
  53.00000   0.10172  103.2227   0.00464  121.4589
  54.00000   0.10070  104.2098   0.00996  127.3195
  55.00000   0.09931  105.0889   0.01474  128.9785
  56.00000   0.09759  105.8763   0.01900  129.7601
  57.00000   0.09559  106.5851   0.02277  130.2144
