   0.00000   1.00000   78.8062   1.00000   78.8062
   1.00000   0.99925   78.8046   0.99952   78.8062
   2.00000   0.99700   78.7998   0.99808   78.8062
   3.00000   0.99325   78.7917   0.99569   78.8062
   4.00000   0.98803   78.7803   0.99236   78.8062
   5.00000   0.98136   78.7656   0.98809   78.8062
   6.00000   0.97326   78.7475   0.98290   78.8062
   7.00000   0.96378   78.7261   0.97681   78.8062
   8.00000   0.95294   78.7011   0.96984   78.8062
   9.00000   0.94079   78.6726   0.96201   78.8062
  10.00000   0.92739   78.6405   0.95334   78.8062
  11.00000   0.91279   78.6046   0.94387   78.8062
  12.00000   0.89705   78.5648   0.93363   78.8062
  13.00000   0.88023   78.5210   0.92264   78.8062
  14.00000   0.86239   78.4731   0.91095   78.8062
  15.00000   0.84362   78.4208   0.89858   78.8062
  16.00000   0.82397   78.3641   0.88559   78.8062
  17.00000   0.80352   78.3026   0.87199   78.8062
  18.00000   0.78235   78.2362   0.85785   78.8062
  19.00000   0.76053   78.1646   0.84319   78.8062
  20.00000   0.73815   78.0875   0.82806   78.8062
  21.00000   0.71528   78.0047   0.81250   78.8062
  22.00000   0.69199   77.9157   0.79656   78.8062
  23.00000   0.66837   77.8202   0.78028   78.8062
  24.00000   0.64449   77.7177   0.76369   78.8062
  25.00000   0.62042   77.6078   0.74685   78.8062
  26.00000   0.59624   77.4900   0.72979   78.8062
  27.00000   0.57202   77.3636   0.71256   78.8062
  28.00000   0.54782   77.2280   0.69520   78.8062
  29.00000   0.52372   77.0825   0.67774   78.8062
  30.00000   0.49976   76.9262   0.66022   78.8062
  31.00000   0.47603   76.7582   0.64269   78.8062
  32.00000   0.45256   76.5774   0.62517   78.8062
  33.00000   0.42941   76.3825   0.60771   78.8062
  34.00000   0.40663   76.1723   0.59033   78.8062
  35.00000   0.38427   75.9452   0.57307   78.8062
  36.00000   0.36237   75.6992   0.55595   78.8062
  37.00000   0.34097   75.4325   0.53901   78.8062
  38.00000   0.32009   75.1424   0.52226   78.8062
  39.00000   0.29978   74.8263   0.50574   78.8062
  40.00000   0.28005   74.4807   0.48946   78.8062
  41.00000   0.26093   74.1019   0.47345   78.8062
  42.00000   0.24245   73.6852   0.45773   78.8062
  43.00000   0.22461   73.2250   0.44231   78.8062
  44.00000   0.20743   72.7147   0.42720   78.8062
  45.00000   0.19092   72.1462   0.41243   78.8062
