   0.00000   1.00000   14.1416   1.00000   14.1416
   1.00000   0.99892   14.1482   0.99931   14.1416
   2.00000   0.99567   14.1681   0.99723   14.1416
   3.00000   0.99029   14.2014   0.99378   14.1416
   4.00000   0.98279   14.2482   0.98898   14.1416
   5.00000   0.97323   14.3089   0.98284   14.1416
   6.00000   0.96165   14.3837   0.97539   14.1416
   7.00000   0.94813   14.4731   0.96666   14.1416
   8.00000   0.93272   14.5776   0.95669   14.1416
   9.00000   0.91553   14.6978   0.94552   14.1416
  10.00000   0.89664   14.8344   0.93321   14.1416
  11.00000   0.87616   14.9883   0.91980   14.1416
  12.00000   0.85419   15.1605   0.90535   14.1416
  13.00000   0.83086   15.3520   0.88992   14.1416
  14.00000   0.80627   15.5641   0.87356   14.1416
  15.00000   0.78056   15.7984   0.85635   14.1416
  16.00000   0.75386   16.0564   0.83836   14.1416
  17.00000   0.72629   16.3402   0.81965   14.1416
  18.00000   0.69799   16.6519   0.80029   14.1416
  19.00000   0.66910   16.9941   0.78035   14.1416
  20.00000   0.63973   17.3698   0.75991   14.1416
  21.00000   0.61003   17.7823   0.73904   14.1416
  22.00000   0.58012   18.2356   0.71780   14.1416
  23.00000   0.55012   18.7344   0.69627   14.1416
  24.00000   0.52017   19.2839   0.67452   14.1416
  25.00000   0.49038   19.8906   0.65262   14.1416
  26.00000   0.46085   20.5618   0.63063   14.1416
  27.00000   0.43171   21.3065   0.60861   14.1416
  28.00000   0.40304   22.1352   0.58663   14.1416
  29.00000   0.37496   23.0607   0.56474   14.1416
  30.00000   0.34754   24.0983   0.54300   14.1416
  31.00000   0.32089   25.2669   0.52145   14.1416
  32.00000   0.29507   26.5894   0.50016   14.1416
  33.00000   0.27017   28.0942   0.47916   14.1416
  34.00000   0.24627   29.8168   0.45850   14.1416
  35.00000   0.22344   31.8012   0.43822   14.1416
  36.00000   0.20175   34.1031   0.41834   14.1416
  37.00000   0.18129   36.7922   0.39891   14.1416
  38.00000   0.16215   39.9560   0.37994   14.1416
  39.00000   0.14442   43.7027   0.36147   14.1416
  40.00000   0.12823   48.1623   0.34351   14.1416
  41.00000   0.11373   53.4819   0.32609   14.1416
  42.00000   0.10109   59.8080   0.30921   14.1416
  43.00000   0.09052   67.2461   0.29288   14.1416
  44.00000   0.08220   75.7909   0.27713   14.1416
  45.00000   0.07627   85.2439   0.26195   14.1416
  46.00000   0.07276   95.1776   0.24734   14.1416
  47.00000   0.07147  105.0158   0.23331   14.1416
  48.00000   0.07207  114.2136   0.21986   14.1416
  49.00000   0.07409  122.4155   0.20697   14.1416
  50.00000   0.07708  129.4935   0.19465   14.1416
  51.00000   0.08064  135.4874   0.18289   14.1416
  52.00000   0.08448  140.5222   0.17169   14.1416
  53.00000   0.08837  144.7479   0.16102   14.1416
  54.00000   0.09215  148.3071   0.15088   14.1416
  55.00000   0.09572  151.3228   0.14125   14.1416
  56.00000   0.09901  153.8963   0.13213   14.1416
  57.00000   0.10198  156.1089   0.12349   14.1416
  58.00000   0.10462  158.0257   0.11533   14.1416
  59.00000   0.10690  159.6980   0.10763   14.1416
  60.00000   0.10884  161.1672   0.10037   14.1416
  61.00000   0.11045  162.4660   0.09353   14.1416
  62.00000   0.11173  163.6211   0.08711   14.1416
  63.00000   0.11270  164.6540   0.08108   14.1416
  64.00000   0.11339  165.5824   0.07542   14.1416
  65.00000   0.11381  166.4207   0.07013   14.1416
  66.00000   0.11397  167.1811   0.06519   14.1416
  67.00000   0.11391  167.8736   0.06057   14.1416
  68.00000   0.11365  168.5066   0.05627   14.1416
  69.00000   0.11319  169.0873   0.05227   14.1416
  70.00000   0.11256  169.6217   0.04855   14.1416
  71.00000   0.11179  170.1151   0.04511   14.1416
  72.00000   0.11087  170.5719   0.04192   14.1416
  73.00000   0.10984  170.9960   0.03898   14.1416
  74.00000   0.10871  171.3907   0.03627   14.1416
  75.00000   0.10748  171.7590   0.03377   14.1416
  76.00000   0.10618  172.1034   0.03149   14.1416
  77.00000   0.10482  172.4261   0.02939   14.1416
  78.00000   0.10339  172.7293   0.02749   14.1416
  79.00000   0.10193  173.0146   0.02576   14.1416
  80.00000   0.10042  173.2835   0.02419   14.1416
  81.00000   0.09889  173.5376   0.02278   14.1416
  82.00000   0.09734  173.7780   0.02152   14.1416
  83.00000   0.09577  174.0058   0.02040   14.1416
  84.00000   0.09418  174.2222   0.01941   14.1416
  85.00000   0.09259  174.4279   0.01854   14.1416
  86.00000   0.09100  174.6238   0.01779   14.1416
  87.00000   0.08940  174.8108   0.01715   14.1416
  88.00000   0.08781  174.9893   0.01662   14.1416
  89.00000   0.08621  175.1602   0.01618   14.1416
  90.00000   0.08462  175.3239   0.01584   14.1416
  91.00000   0.08303  175.4810   0.01558   14.1416
  92.00000   0.08144  175.6319   0.01541   14.1416
  93.00000   0.07985  175.7772   0.01532   14.1416
  94.00000   0.07826  175.9171   0.01531   14.1416
  95.00000   0.07667  176.0522   0.01536   14.1416
  96.00000   0.07508  176.1827   0.01549   14.1416
  97.00000   0.07348  176.3090   0.01567   14.1416
  98.00000   0.07187  176.4314   0.01592   14.1416
  99.00000   0.07025  176.5502   0.01622   14.1416
 100.00000   0.06861  176.6657   0.01658   14.1416
 101.00000   0.06696  176.7780   0.01699   14.1416
 102.00000   0.06528  176.8876   0.01745   14.1416
 103.00000   0.06358  176.9945   0.01795   14.1416
 104.00000   0.06186  177.0990   0.01849   14.1416
 105.00000   0.06010  177.2014   0.01907   14.1416
 106.00000   0.05831  177.3018   0.01969   14.1416
 107.00000   0.05648  177.4004   0.02034   14.1416
 108.00000   0.05460  177.4974   0.02102   14.1416
 109.00000   0.05269  177.5930   0.02172   14.1416
 110.00000   0.05073  177.6873   0.02245   14.1416
 111.00000   0.04872  177.7806   0.02320   14.1416
 112.00000   0.04666  177.8730   0.02396   14.1416
 113.00000   0.04454  177.9647   0.02474   14.1416
 114.00000   0.04237  178.0558   0.02553   14.1416
 115.00000   0.04014  178.1465   0.02632   14.1416
 116.00000   0.03786  178.2370   0.02711   14.1416
 117.00000   0.03552  178.3274   0.02790   14.1416
 118.00000   0.03312  178.4180   0.02868   14.1416
 119.00000   0.03066  178.5088   0.02944   14.1416
 120.00000   0.02815  178.6000   0.03019   14.1416
 121.00000   0.02558  178.6919   0.03092   14.1416
 122.00000   0.02296  178.7846   0.03162   14.1416
 123.00000   0.02030  178.8782   0.03229   14.1416
 124.00000   0.01759  178.9731   0.03292   14.1416
 125.00000   0.01483  179.0693   0.03350   14.1416
 126.00000   0.01205  179.1671   0.03404   14.1416
 127.00000   0.00923  179.2667   0.03452   14.1416
 128.00000   0.00639  179.3683   0.03494   14.1416
 129.00000   0.00353  179.4722   0.03529   14.1416
 130.00000   0.00067  179.5786   0.03558   14.1416
 131.00000   0.00220   -0.3122   0.03578   14.1416
 132.00000   0.00506   -0.2000   0.03590   14.1416
 133.00000   0.00791   -0.0844   0.03593   14.1416
 134.00000   0.01073    0.0348   0.03587   14.1416
 135.00000   0.01351    0.1579   0.03570   14.1416
 136.00000   0.01625    0.2855   0.03544   14.1416
 137.00000   0.01894    0.4177   0.03506   14.1416
 138.00000   0.02155    0.5550   0.03458   14.1416
 139.00000   0.02410    0.6978   0.03398   14.1416
 140.00000   0.02655    0.8466   0.03326   14.1416
 141.00000   0.02891    1.0018   0.03242   14.1416
 142.00000   0.03116    1.1640   0.03146   14.1416
 143.00000   0.03330    1.3336   0.03037   14.1416
 144.00000   0.03532    1.5114   0.02917   14.1416
 145.00000   0.03720    1.6978   0.02784   14.1416
 146.00000   0.03895    1.8935   0.02639   14.1416
 147.00000   0.04055    2.0993   0.02482   14.1416
 148.00000   0.04200    2.3157   0.02313   14.1416
 149.00000   0.04329    2.5437   0.02133   14.1416
 150.00000   0.04443    2.7839   0.01942   14.1416
 151.00000   0.04541    3.0372   0.01742   14.1416
 152.00000   0.04622    3.3044   0.01531   14.1416
 153.00000   0.04688    3.5863   0.01313   14.1416
 154.00000   0.04738    3.8839   0.01086   14.1416
 155.00000   0.04773    4.1979   0.00852   14.1416
 156.00000   0.04792    4.5292   0.00612   14.1416
 157.00000   0.04798    4.8784   0.00368   14.1416
 158.00000   0.04790    5.2463   0.00120   14.1416
 159.00000   0.04769    5.6332   0.00131 -165.8584
 160.00000   0.04736    6.0395   0.00382 -165.8584
 161.00000   0.04693    6.4653   0.00634 -165.8584
 162.00000   0.04641    6.9103   0.00884 -165.8584
 163.00000   0.04581    7.3738   0.01131 -165.8584
 164.00000   0.04514    7.8546   0.01373 -165.8584
 165.00000   0.04441    8.3510   0.01610 -165.8584
 166.00000   0.04365    8.8606   0.01839 -165.8584
 167.00000   0.04286    9.3800   0.02060 -165.8584
 168.00000   0.04207    9.9053   0.02271 -165.8584
 169.00000   0.04127   10.4313   0.02470 -165.8584
 170.00000   0.04050   10.9521   0.02657 -165.8584
 171.00000   0.03976   11.4608   0.02830 -165.8584
 172.00000   0.03906   11.9497   0.02988 -165.8584
 173.00000   0.03841   12.4102   0.03130 -165.8584
 174.00000   0.03783   12.8337   0.03255 -165.8584
 175.00000   0.03732   13.2111   0.03363 -165.8584
 176.00000   0.03690   13.5340   0.03451 -165.8584
 177.00000   0.03656   13.7943   0.03521 -165.8584
 178.00000   0.03632   13.9855   0.03571 -165.8584
 179.00000   0.03617   14.1023   0.03602 -165.8584
 180.00000   0.03612   14.1416   0.03612 -165.8584
