   0.00000   1.00000    4.5138   1.00000    4.5138
   1.00000   0.99735    4.5067   0.99795    4.5234
   2.00000   0.98944    4.4852   0.99180    4.5521
   3.00000   0.97638    4.4491   0.98164    4.6004
   4.00000   0.95831    4.3981   0.96755    4.6686
   5.00000   0.93549    4.3316   0.94970    4.7574
   6.00000   0.90818    4.2490   0.92825    4.8678
   7.00000   0.87674    4.1493   0.90344    5.0008
   8.00000   0.84153    4.0315   0.87550    5.1580
   9.00000   0.80300    3.8942   0.84472    5.3410
  10.00000   0.76158    3.7356   0.81139    5.5520
  11.00000   0.71777    3.5536   0.77583    5.7936
  12.00000   0.67206    3.3456   0.73838    6.0689
  13.00000   0.62493    3.1082   0.69938    6.3816
  14.00000   0.57691    2.8376   0.65916    6.7362
  15.00000   0.52846    2.5283   0.61809    7.1382
  16.00000   0.48008    2.1738   0.57649    7.5945
  17.00000   0.43221    1.7652   0.53470    8.1132
  18.00000   0.38528    1.2911   0.49305    8.7047
  19.00000   0.33967    0.7354   0.45184    9.3820
  20.00000   0.29573    0.0759   0.41135   10.1615
  21.00000   0.25379   -0.7198   0.37185   11.0643
  22.00000   0.21410   -1.7005   0.33358   12.1181
  23.00000   0.17690   -2.9440   0.29678   13.3595
  24.00000   0.14238   -4.5817   0.26164   14.8380
  25.00000   0.11071   -6.8555   0.22834   16.6218
  26.00000   0.08203  -10.2615   0.19705   18.8071
  27.00000   0.05655  -15.9877   0.16792   21.5331
  28.00000   0.03483  -27.5736   0.14113   25.0050
  29.00000   0.01922  -57.8855   0.11684   29.5327
  30.00000   0.01780 -115.5630   0.09530   35.5860
  31.00000   0.02766 -145.9115   0.07688   43.8550
  32.00000   0.03848 -157.6343   0.06213   55.2168
  33.00000   0.04780 -163.5826   0.05179   70.2812
  34.00000   0.05522 -167.2957   0.04647   88.1801
  35.00000   0.06072 -169.9672   0.04590  105.9579
  36.00000   0.06443 -172.1021   0.04867  120.7688
  37.00000   0.06648 -173.9544   0.05308  131.8986
  38.00000   0.06707 -175.6716   0.05791  140.0093
  39.00000   0.06637 -177.3525   0.06248  145.9717
  40.00000   0.06455 -179.0733   0.06641  150.4590
  41.00000   0.06181  179.0971   0.06956  153.9273
  42.00000   0.05831  177.0881   0.07187  156.6775
  43.00000   0.05423  174.8183   0.07337  158.9094
  44.00000   0.04972  172.1866   0.07409  160.7585
  45.00000   0.04496  169.0601   0.07409  162.3191
  46.00000   0.04008  165.2580   0.07346  163.6583
  47.00000   0.03525  160.5302   0.07226  164.8252
  48.00000   0.03064  154.5337   0.07057  165.8563
  49.00000   0.02644  146.8243   0.06847  166.7794
  50.00000   0.02289  136.9201   0.06603  167.6162
  51.00000   0.02022  124.5564   0.06331  168.3838
  52.00000   0.01869  110.1891   0.06038  169.0962
  53.00000   0.01838   95.2944   0.05729  169.7648
  54.00000   0.01913   81.6891   0.05410  170.3994
  55.00000   0.02062   70.4244   0.05084  171.0083
  56.00000   0.02252   61.5775   0.04756  171.5990
  57.00000   0.02459   54.7421   0.04430  172.1785
  58.00000   0.02665   49.4380   0.04108  172.7530
  59.00000   0.02860   45.2657   0.03793  173.3289
  60.00000   0.03038   41.9289   0.03487  173.9126
  61.00000   0.03196   39.2153   0.03192  174.5107
  62.00000   0.03331   36.9737   0.02909  175.1304
  63.00000   0.03445   35.0955   0.02639  175.7796
  64.00000   0.03537   33.5017   0.02383  176.4674
  65.00000   0.03608   32.1340   0.02141  177.2046
  66.00000   0.03660   30.9483   0.01914  178.0040
  67.00000   0.03694   29.9113   0.01701  178.8815
  68.00000   0.03711   28.9970   0.01503  179.8569
  69.00000   0.03714   28.1851   0.01319 -179.0442
  70.00000   0.03704   27.4595   0.01150 -177.7882
  71.00000   0.03683   26.8071   0.00994 -176.3301
  72.00000   0.03652   26.2175   0.00852 -174.6081
  73.00000   0.03612   25.6821   0.00723 -172.5351
  74.00000   0.03566   25.1936   0.00606 -169.9850
  75.00000   0.03515   24.7462   0.00501 -166.7696
  76.00000   0.03459   24.3348   0.00408 -162.6008
  77.00000   0.03400   23.9551   0.00327 -157.0281
  78.00000   0.03339   23.6037   0.00258 -149.3503
  79.00000   0.03276   23.2773   0.00202 -138.5606
  80.00000   0.03213   22.9733   0.00162 -123.6373
  81.00000   0.03149   22.6895   0.00140 -104.8614
  82.00000   0.03087   22.4237   0.00135  -85.3380
  83.00000   0.03025   22.1743   0.00142  -68.9006
  84.00000   0.02965   21.9396   0.00155  -56.7586
  85.00000   0.02907   21.7183   0.00169  -48.1328
  86.00000   0.02850   21.5093   0.00182  -41.9408
  87.00000   0.02796   21.3113   0.00192  -37.3730
  88.00000   0.02743   21.1234   0.00198  -33.9018
  89.00000   0.02693   20.9449   0.00202  -31.1905
  90.00000   0.02646   20.7748   0.00202  -29.0215
  91.00000   0.02600   20.6125   0.00198  -27.2503
  92.00000   0.02556   20.4573   0.00191  -25.7784
  93.00000   0.02514   20.3088   0.00180  -24.5366
  94.00000   0.02473   20.1662   0.00167  -23.4754
  95.00000   0.02434   20.0292   0.00150  -22.5582
  96.00000   0.02396   19.8973   0.00131  -21.7577
  97.00000   0.02358   19.7701   0.00108  -21.0529
  98.00000   0.02321   19.6472   0.00083  -20.4277
  99.00000   0.02284   19.5283   0.00055  -19.8694
 100.00000   0.02247   19.4130   0.00025  -19.3677
 101.00000   0.02208   19.3010   0.00008  161.0855
 102.00000   0.02169   19.1920   0.00044  161.4969
 103.00000   0.02128   19.0858   0.00081  161.8721
 104.00000   0.02084   18.9822   0.00121  162.2156
 105.00000   0.02039   18.8807   0.00162  162.5312
 106.00000   0.01990   18.7814   0.00206  162.8222
 107.00000   0.01938   18.6838   0.00251  163.0913
 108.00000   0.01882   18.5878   0.00298  163.3408
 109.00000   0.01822   18.4932   0.00346  163.5728
 110.00000   0.01758   18.3998   0.00395  163.7891
 111.00000   0.01688   18.3074   0.00444  163.9911
 112.00000   0.01613   18.2157   0.00495  164.1802
 113.00000   0.01533   18.1247   0.00545  164.3575
 114.00000   0.01448   18.0341   0.00595  164.5241
 115.00000   0.01356   17.9437   0.00645  164.6809
 116.00000   0.01259   17.8534   0.00693  164.8286
 117.00000   0.01156   17.7629   0.00740  164.9680
 118.00000   0.01047   17.6720   0.00785  165.0998
 119.00000   0.00933   17.5806   0.00828  165.2245
 120.00000   0.00814   17.4885   0.00867  165.3426
 121.00000   0.00690   17.3953   0.00903  165.4546
 122.00000   0.00562   17.3010   0.00935  165.5609
 123.00000   0.00430   17.2053   0.00962  165.6619
 124.00000   0.00295   17.1080   0.00983  165.7580
 125.00000   0.00159   17.0088   0.00999  165.8494
 126.00000   0.00021   16.9074   0.01008  165.9365
 127.00000   0.00116 -163.1964   0.01009  166.0195
 128.00000   0.00252 -163.3030   0.01003  166.0987
 129.00000   0.00385 -163.4125   0.00989  166.1742
 130.00000   0.00515 -163.5254   0.00966  166.2463
 131.00000   0.00639 -163.6420   0.00935  166.3152
 132.00000   0.00757 -163.7628   0.00894  166.3811
 133.00000   0.00866 -163.8880   0.00844  166.4440
 134.00000   0.00966 -164.0182   0.00785  166.5042
 135.00000   0.01054 -164.1538   0.00716  166.5618
 136.00000   0.01131 -164.2954   0.00638  166.6169
 137.00000   0.01194 -164.4434   0.00552  166.6697
 138.00000   0.01242 -164.5987   0.00458  166.7202
 139.00000   0.01275 -164.7617   0.00357  166.7685
 140.00000   0.01292 -164.9333   0.00249  166.8148
 141.00000   0.01292 -165.1143   0.00136  166.8592
 142.00000   0.01275 -165.3054   0.00018  166.9016
 143.00000   0.01241 -165.5079   0.00103  -13.0577
 144.00000   0.01190 -165.7226   0.00225  -13.0188
 145.00000   0.01122 -165.9507   0.00346  -12.9816
 146.00000   0.01038 -166.1936   0.00466  -12.9459
 147.00000   0.00940 -166.4527   0.00583  -12.9118
 148.00000   0.00828 -166.7296   0.00693  -12.8792
 149.00000   0.00705 -167.0260   0.00797  -12.8481
 150.00000   0.00571 -167.3438   0.00891  -12.8183
 151.00000   0.00429 -167.6852   0.00975  -12.7898
 152.00000   0.00281 -168.0524   0.01046  -12.7627
 153.00000   0.00128 -168.4481   0.01103  -12.7368
 154.00000   0.00026   11.1249   0.01144  -12.7121
 155.00000   0.00179   10.6636   0.01168  -12.6887
 156.00000   0.00330   10.1647   0.01175  -12.6663
 157.00000   0.00476    9.6244   0.01164  -12.6451
 158.00000   0.00615    9.0390   0.01134  -12.6250
 159.00000   0.00746    8.4044   0.01085  -12.6060
 160.00000   0.00867    7.7163   0.01017  -12.5879
 161.00000   0.00976    6.9704   0.00932  -12.5709
 162.00000   0.01073    6.1624   0.00830  -12.5549
 163.00000   0.01157    5.2884   0.00713  -12.5399
 164.00000   0.01228    4.3449   0.00581  -12.5259
 165.00000   0.01287    3.3297   0.00438  -12.5127
 166.00000   0.01332    2.2416   0.00285  -12.5005
 167.00000   0.01366    1.0819   0.00126  -12.4892
 168.00000   0.01390   -0.1454   0.00039  167.5212
 169.00000   0.01404   -1.4324   0.00204  167.5308
 170.00000   0.01410   -2.7669   0.00368  167.5394
 171.00000   0.01409   -4.1310   0.00528  167.5473
 172.00000   0.01404   -5.5009   0.00681  167.5542
 173.00000   0.01395   -6.8468   0.00823  167.5604
 174.00000   0.01385   -8.1334   0.00952  167.5657
 175.00000   0.01374   -9.3210   0.01066  167.5701
 176.00000   0.01363  -10.3682   0.01162  167.5738
 177.00000   0.01354  -11.2341   0.01239  167.5766
 178.00000   0.01347  -11.8823   0.01296  167.5786
 179.00000   0.01343  -12.2838   0.01330  167.5799
 180.00000   0.01341  -12.4197   0.01341  167.5803
